Order ID,Order Date,Ship Date,Customer Name,Segment,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
494,5/9/2023,5/13/2023,Divya,Consumer,North,1494,Office Supplies,Accessories,Product-1494,1416.37,7,0.03,103.57
495,5/10/2023,5/15/2023,Ravi,Corporate,West,1495,Furniture,Storage,Product-1495,552.43,1,0.09,20.38
496,5/11/2023,5/15/2023,Prakash,Home Office,North,1496,Office Supplies,Chairs,Product-1496,1849.22,7,0.45,197.42
497,5/12/2023,5/14/2023,Arun,Consumer,South,1497,Furniture,Phones,Product-1497,302.03,3,0.26,29.72
498,5/13/2023,5/15/2023,Kiran,Home Office,North,1498,Furniture,Accessories,Product-1498,670.71,8,0.39,29.21
499,5/14/2023,5/19/2023,Meena,Home Office,West,1499,Office Supplies,Binders,Product-1499,156.84,6,0.11,21.81
500,5/15/2023,5/19/2023,Divya,Corporate,West,1500,Office Supplies,Binders,Product-1500,1421.45,4,0.25,76.58
501,5/16/2023,5/17/2023,Arun,Corporate,South,1501,Office Supplies,Storage,Product-1501,1787.96,8,0.18,213.16
502,5/17/2023,5/23/2023,Prakash,Home Office,East,1502,Office Supplies,Binders,Product-1502,1289.96,9,0.41,175.7
503,5/18/2023,5/24/2023,Ravi,Consumer,North,1503,Furniture,Binders,Product-1503,1878.62,2,0.01,186.99
504,5/19/2023,5/24/2023,Arun,Home Office,West,1504,Office Supplies,Phones,Product-1504,300.58,6,0.12,17.92
505,5/20/2023,5/22/2023,Saranya,Consumer,North,1505,Office Supplies,Phones,Product-1505,221.08,5,0.08,14.84
506,5/21/2023,5/23/2023,Nithya,Consumer,North,1506,Furniture,Phones,Product-1506,1684.9,5,0.43,229.63
507,5/22/2023,5/28/2023,Ravi,Corporate,East,1507,Technology,Chairs,Product-1507,1718.25,3,0.23,113.05
508,5/23/2023,5/28/2023,Prakash,Consumer,West,1508,Technology,Binders,Product-1508,1670.53,8,0.2,199.7
509,5/24/2023,5/28/2023,Kiran,Consumer,North,1509,Furniture,Binders,Product-1509,1607.98,8,0.22,239.3
510,5/25/2023,5/27/2023,Meena,Home Office,West,1510,Technology,Binders,Product-1510,756.35,5,0.49,113.44
511,5/26/2023,5/30/2023,Prakash,Corporate,South,1511,Furniture,Tables,Product-1511,474.05,8,0.43,44.57
512,5/27/2023,5/29/2023,Nithya,Consumer,South,1512,Office Supplies,Phones,Product-1512,1861.17,8,0.35,240.44
513,5/28/2023,5/30/2023,Kiran,Consumer,North,1513,Office Supplies,Accessories,Product-1513,648.65,3,0.15,96.54
514,5/29/2023,6/1/2023,Divya,Corporate,West,1514,Technology,Storage,Product-1514,826.89,2,0.08,61.98
515,5/30/2023,6/1/2023,Arun,Home Office,North,1515,Office Supplies,Accessories,Product-1515,1414.14,9,0.46,85.26
516,5/31/2023,6/1/2023,Saranya,Corporate,West,1516,Technology,Chairs,Product-1516,622.04,2,0.21,27.19
517,6/1/2023,6/6/2023,Ravi,Corporate,West,1517,Technology,Chairs,Product-1517,1647.3,9,0.14,77.27
518,6/2/2023,6/7/2023,Ravi,Consumer,East,1518,Office Supplies,Binders,Product-1518,186.57,4,0.24,24.71
519,6/3/2023,6/7/2023,Arun,Consumer,East,1519,Office Supplies,Accessories,Product-1519,1592.81,2,0.46,160.31
520,6/4/2023,6/6/2023,Saranya,Home Office,East,1520,Technology,Binders,Product-1520,1223.61,1,0.19,165
521,6/5/2023,6/6/2023,Arun,Consumer,North,1521,Office Supplies,Tables,Product-1521,1167.34,4,0.28,145.61
522,6/6/2023,6/10/2023,Divya,Consumer,East,1522,Furniture,Chairs,Product-1522,943.84,9,0.4,104.62
523,6/7/2023,6/10/2023,Nithya,Corporate,East,1523,Office Supplies,Chairs,Product-1523,590.24,9,0.21,60.86
524,6/8/2023,6/12/2023,Kiran,Consumer,South,1524,Office Supplies,Accessories,Product-1524,954.94,4,0.12,34.19
525,6/9/2023,6/13/2023,Prakash,Home Office,West,1525,Furniture,Chairs,Product-1525,927.56,9,0.5,124.92
526,6/10/2023,6/12/2023,Ravi,Corporate,West,1526,Office Supplies,Tables,Product-1526,1188.32,6,0.48,95.23
527,6/11/2023,6/14/2023,Divya,Home Office,East,1527,Office Supplies,Tables,Product-1527,599.07,1,0.42,58.21
528,6/12/2023,6/16/2023,Kiran,Corporate,West,1528,Technology,Tables,Product-1528,201.31,6,0.34,6.57
529,6/13/2023,6/14/2023,Divya,Consumer,South,1529,Office Supplies,Storage,Product-1529,332.92,9,0.15,47.38
530,6/14/2023,6/15/2023,Saranya,Corporate,South,1530,Office Supplies,Tables,Product-1530,1413.4,2,0.46,195.51
531,6/15/2023,6/20/2023,Ravi,Corporate,East,1531,Furniture,Tables,Product-1531,93.86,6,0.14,8.93
532,6/16/2023,6/19/2023,Prakash,Consumer,South,1532,Technology,Storage,Product-1532,1720.06,2,0.4,170.76
533,6/17/2023,6/20/2023,Arun,Consumer,West,1533,Technology,Binders,Product-1533,1404.07,4,0.46,160.91
534,6/18/2023,6/23/2023,Arun,Home Office,North,1534,Technology,Phones,Product-1534,1547.77,8,0.3,95.6
535,6/19/2023,6/23/2023,Kiran,Home Office,West,1535,Office Supplies,Chairs,Product-1535,1680.17,7,0.4,95.15
536,6/20/2023,6/23/2023,Prakash,Consumer,North,1536,Technology,Tables,Product-1536,289.29,9,0.4,32.08
537,6/21/2023,6/22/2023,Nithya,Consumer,East,1537,Furniture,Chairs,Product-1537,1653.78,7,0.1,70.34
538,6/22/2023,6/23/2023,Meena,Consumer,North,1538,Technology,Accessories,Product-1538,1034.05,1,0.33,87.36
539,6/23/2023,6/25/2023,Saranya,Corporate,South,1539,Furniture,Chairs,Product-1539,1776.77,2,0.05,158.37
540,6/24/2023,6/27/2023,Kiran,Corporate,West,1540,Technology,Binders,Product-1540,1778.84,6,0.25,134.77
541,6/25/2023,6/29/2023,Meena,Corporate,North,1541,Technology,Storage,Product-1541,97.15,7,0.08,5.07
542,6/26/2023,7/1/2023,Divya,Consumer,West,1542,Furniture,Chairs,Product-1542,796.59,3,0.21,57.86
543,6/27/2023,7/2/2023,Saranya,Home Office,East,1543,Technology,Chairs,Product-1543,1076.48,9,0.42,75.9
544,6/28/2023,7/2/2023,Divya,Consumer,East,1544,Technology,Chairs,Product-1544,1372.8,7,0.49,123.43
545,6/29/2023,7/5/2023,Nithya,Corporate,South,1545,Technology,Phones,Product-1545,608.06,6,0.16,67.47
546,6/30/2023,7/2/2023,Prakash,Corporate,East,1546,Office Supplies,Phones,Product-1546,541.68,6,0.27,79.19
547,7/1/2023,7/6/2023,Ravi,Consumer,North,1547,Furniture,Accessories,Product-1547,793.47,1,0.26,37.53
548,7/2/2023,7/5/2023,Saranya,Consumer,East,1548,Technology,Storage,Product-1548,1026.83,5,0.48,138.38
549,7/3/2023,7/5/2023,Meena,Corporate,South,1549,Furniture,Chairs,Product-1549,1904.74,3,0.24,122.1
550,7/4/2023,7/7/2023,Nithya,Corporate,West,1550,Furniture,Chairs,Product-1550,1536.11,7,0.35,155.09
551,7/5/2023,7/6/2023,Ravi,Corporate,West,1551,Furniture,Chairs,Product-1551,887.18,3,0.46,84.82
552,7/6/2023,7/8/2023,Arun,Consumer,East,1552,Technology,Chairs,Product-1552,156.01,5,0.19,15.11
553,7/7/2023,7/12/2023,Meena,Corporate,North,1553,Technology,Phones,Product-1553,378.62,7,0.45,44.22
554,7/8/2023,7/10/2023,Kiran,Corporate,South,1554,Furniture,Binders,Product-1554,939.05,3,0.46,71.18
555,7/9/2023,7/11/2023,Arun,Home Office,North,1555,Office Supplies,Binders,Product-1555,1636.96,2,0.47,111.79
556,7/10/2023,7/12/2023,Nithya,Consumer,South,1556,Furniture,Accessories,Product-1556,792.36,6,0.14,104.86
557,7/11/2023,7/17/2023,Arun,Home Office,East,1557,Office Supplies,Tables,Product-1557,1100.07,8,0.2,62.06
558,7/12/2023,7/14/2023,Kiran,Home Office,South,1558,Furniture,Storage,Product-1558,1789.02,4,0.44,92.37
559,7/13/2023,7/16/2023,Saranya,Corporate,South,1559,Furniture,Binders,Product-1559,1831.9,9,0.18,58.39
560,7/14/2023,7/15/2023,Arun,Consumer,East,1560,Furniture,Chairs,Product-1560,470.76,8,0.3,26.02
561,7/15/2023,7/19/2023,Prakash,Corporate,North,1561,Technology,Binders,Product-1561,135.01,7,0.06,12.45
562,7/16/2023,7/18/2023,Meena,Consumer,East,1562,Office Supplies,Accessories,Product-1562,645.55,7,0.03,61.08
563,7/17/2023,7/22/2023,Ravi,Home Office,South,1563,Office Supplies,Tables,Product-1563,1406.81,3,0.21,85.15
564,7/18/2023,7/20/2023,Arun,Consumer,East,1564,Furniture,Binders,Product-1564,1904.67,6,0.29,73.66
565,7/19/2023,7/24/2023,Meena,Corporate,South,1565,Technology,Accessories,Product-1565,200.21,5,0.2,23.9
566,7/20/2023,7/23/2023,Divya,Corporate,East,1566,Technology,Phones,Product-1566,105.54,1,0.29,12.77
567,7/21/2023,7/26/2023,Meena,Corporate,West,1567,Office Supplies,Tables,Product-1567,1774.09,3,0.26,265.65
568,7/22/2023,7/26/2023,Ravi,Consumer,West,1568,Technology,Accessories,Product-1568,1508.88,1,0.34,208.23
569,7/23/2023,7/24/2023,Meena,Home Office,East,1569,Office Supplies,Binders,Product-1569,1984.88,4,0.32,280.12
570,7/24/2023,7/29/2023,Kiran,Home Office,North,1570,Office Supplies,Phones,Product-1570,823.75,3,0.21,103.61
571,7/25/2023,7/30/2023,Nithya,Consumer,South,1571,Office Supplies,Accessories,Product-1571,861.3,4,0.21,89.45
572,7/26/2023,7/27/2023,Ravi,Corporate,West,1572,Technology,Accessories,Product-1572,386.01,9,0.07,17.53
573,7/27/2023,7/31/2023,Nithya,Home Office,North,1573,Office Supplies,Binders,Product-1573,275.9,3,0.26,28.88
574,7/28/2023,7/30/2023,Saranya,Corporate,South,1574,Office Supplies,Tables,Product-1574,1178.5,6,0.29,43.27
575,7/29/2023,8/3/2023,Nithya,Consumer,West,1575,Furniture,Phones,Product-1575,760.36,6,0.24,103.59
576,7/30/2023,7/31/2023,Divya,Corporate,West,1576,Office Supplies,Chairs,Product-1576,206.62,7,0.16,18.15
577,7/31/2023,8/3/2023,Kiran,Home Office,East,1577,Office Supplies,Storage,Product-1577,1779.62,9,0.36,202.34
578,8/1/2023,8/2/2023,Saranya,Home Office,South,1578,Furniture,Tables,Product-1578,436.8,7,0.04,15.84
579,8/2/2023,8/5/2023,Meena,Corporate,North,1579,Furniture,Phones,Product-1579,1509.74,1,0.46,142.08
580,8/3/2023,8/7/2023,Ravi,Consumer,North,1580,Technology,Accessories,Product-1580,600.35,8,0.01,39.71
581,8/4/2023,8/6/2023,Divya,Corporate,North,1581,Office Supplies,Phones,Product-1581,1635.16,5,0.48,104.97
582,8/5/2023,8/6/2023,Kiran,Consumer,South,1582,Technology,Storage,Product-1582,280.87,9,0.23,21.56
583,8/6/2023,8/12/2023,Saranya,Corporate,North,1583,Technology,Binders,Product-1583,1524.34,5,0.21,45.85
584,8/7/2023,8/12/2023,Saranya,Home Office,North,1584,Furniture,Storage,Product-1584,241.33,5,0.13,20.75
585,8/8/2023,8/12/2023,Divya,Consumer,North,1585,Technology,Chairs,Product-1585,921.49,2,0.01,81.45
586,8/9/2023,8/10/2023,Prakash,Consumer,East,1586,Office Supplies,Chairs,Product-1586,1481.31,3,0.14,197.87
587,8/10/2023,8/15/2023,Meena,Consumer,East,1587,Furniture,Storage,Product-1587,387.78,9,0.05,32.5
588,8/11/2023,8/12/2023,Divya,Home Office,South,1588,Office Supplies,Tables,Product-1588,607.05,7,0.33,44.7
589,8/12/2023,8/15/2023,Saranya,Corporate,South,1589,Office Supplies,Tables,Product-1589,1736.3,1,0.16,259.35
590,8/13/2023,8/14/2023,Arun,Home Office,North,1590,Furniture,Accessories,Product-1590,1775.98,3,0.38,175.02
591,8/14/2023,8/20/2023,Kiran,Consumer,East,1591,Office Supplies,Chairs,Product-1591,137.62,2,0.1,11.93
592,8/15/2023,8/16/2023,Divya,Corporate,West,1592,Furniture,Accessories,Product-1592,377.78,1,0.45,33.82
593,8/16/2023,8/17/2023,Prakash,Home Office,West,1593,Office Supplies,Chairs,Product-1593,279.07,9,0.26,35.47
594,8/17/2023,8/23/2023,Saranya,Consumer,North,1594,Furniture,Storage,Product-1594,400.4,8,0.06,28.38
595,8/18/2023,8/22/2023,Meena,Consumer,North,1595,Technology,Tables,Product-1595,1941.87,5,0.2,148.94
596,8/19/2023,8/20/2023,Nithya,Home Office,East,1596,Office Supplies,Tables,Product-1596,1125.73,2,0.1,135.88
597,8/20/2023,8/26/2023,Saranya,Home Office,East,1597,Furniture,Storage,Product-1597,962.82,1,0.1,37.32
598,8/21/2023,8/26/2023,Meena,Home Office,East,1598,Office Supplies,Accessories,Product-1598,1969.71,7,0.25,263.59
599,8/22/2023,8/25/2023,Divya,Consumer,South,1599,Office Supplies,Accessories,Product-1599,1136.06,2,0.34,92.73
600,8/23/2023,8/26/2023,Meena,Home Office,South,1600,Office Supplies,Phones,Product-1600,1339.18,1,0.46,133.59
601,8/24/2023,8/25/2023,Ravi,Consumer,North,1601,Furniture,Chairs,Product-1601,698.9,2,0.25,84.5
602,8/25/2023,8/29/2023,Ravi,Home Office,South,1602,Technology,Accessories,Product-1602,795.12,7,0.48,49.24
603,8/26/2023,8/30/2023,Ravi,Consumer,East,1603,Technology,Storage,Product-1603,1209.1,7,0.47,165.45
604,8/27/2023,9/1/2023,Prakash,Consumer,East,1604,Technology,Accessories,Product-1604,186.08,6,0.43,27.45
605,8/28/2023,8/29/2023,Prakash,Corporate,South,1605,Furniture,Tables,Product-1605,548.97,5,0.25,49.03
606,8/29/2023,9/1/2023,Arun,Home Office,West,1606,Technology,Chairs,Product-1606,433.78,3,0.07,61.78
607,8/30/2023,9/3/2023,Prakash,Home Office,North,1607,Furniture,Binders,Product-1607,80.99,3,0.11,2.44
608,8/31/2023,9/1/2023,Nithya,Consumer,West,1608,Office Supplies,Phones,Product-1608,1096.96,9,0.32,150.62
609,9/1/2023,9/5/2023,Divya,Consumer,North,1609,Office Supplies,Chairs,Product-1609,1144.05,4,0.21,77.02
610,9/2/2023,9/8/2023,Saranya,Consumer,West,1610,Technology,Tables,Product-1610,798.68,9,0.07,53.81
611,9/3/2023,9/7/2023,Saranya,Corporate,South,1611,Furniture,Tables,Product-1611,574.02,4,0.24,32.93
612,9/4/2023,9/7/2023,Arun,Corporate,North,1612,Office Supplies,Tables,Product-1612,1321.52,2,0.01,89.92
613,9/5/2023,9/7/2023,Prakash,Consumer,North,1613,Furniture,Tables,Product-1613,312.59,4,0.37,17.39
614,9/6/2023,9/11/2023,Nithya,Home Office,North,1614,Furniture,Storage,Product-1614,1061.3,6,0.04,147.21
615,9/7/2023,9/12/2023,Meena,Home Office,East,1615,Office Supplies,Phones,Product-1615,1547.74,6,0.31,213.41
616,9/8/2023,9/11/2023,Arun,Corporate,East,1616,Furniture,Binders,Product-1616,370.38,5,0.4,15.65
617,9/9/2023,9/13/2023,Nithya,Corporate,West,1617,Office Supplies,Tables,Product-1617,1518.86,1,0.07,71.6
618,9/10/2023,9/11/2023,Meena,Consumer,South,1618,Office Supplies,Tables,Product-1618,1533.55,3,0.26,204.64
619,9/11/2023,9/15/2023,Nithya,Home Office,East,1619,Office Supplies,Accessories,Product-1619,166.86,5,0.39,12.99
620,9/12/2023,9/15/2023,Meena,Consumer,North,1620,Furniture,Phones,Product-1620,86.63,6,0.13,4.36
621,9/13/2023,9/18/2023,Kiran,Corporate,East,1621,Office Supplies,Chairs,Product-1621,1949.17,1,0.08,177.92
622,9/14/2023,9/18/2023,Nithya,Home Office,South,1622,Furniture,Phones,Product-1622,427.1,9,0.17,34.17
623,9/15/2023,9/20/2023,Saranya,Home Office,East,1623,Office Supplies,Phones,Product-1623,1653.17,3,0.28,93.07
624,9/16/2023,9/17/2023,Ravi,Corporate,North,1624,Office Supplies,Binders,Product-1624,1145.61,3,0.29,133.45
625,9/17/2023,9/22/2023,Prakash,Consumer,West,1625,Technology,Phones,Product-1625,565.72,2,0.07,59.83
626,9/18/2023,9/23/2023,Meena,Consumer,North,1626,Technology,Binders,Product-1626,303.44,8,0.23,12.73
627,9/19/2023,9/21/2023,Kiran,Home Office,South,1627,Technology,Tables,Product-1627,1018.52,3,0.13,143.66
628,9/20/2023,9/22/2023,Nithya,Corporate,West,1628,Furniture,Tables,Product-1628,844.34,6,0.42,81.91
629,9/21/2023,9/27/2023,Saranya,Home Office,East,1629,Furniture,Storage,Product-1629,1412.83,2,0.16,84.8
630,9/22/2023,9/24/2023,Ravi,Corporate,East,1630,Office Supplies,Binders,Product-1630,1813.13,7,0.42,99.28
631,9/23/2023,9/28/2023,Meena,Consumer,East,1631,Office Supplies,Binders,Product-1631,1620.23,4,0.21,75.04
632,9/24/2023,9/27/2023,Nithya,Corporate,West,1632,Office Supplies,Chairs,Product-1632,585.18,9,0.36,47.37
633,9/25/2023,9/30/2023,Nithya,Consumer,North,1633,Office Supplies,Accessories,Product-1633,1763.92,9,0.26,81.61
634,9/26/2023,9/29/2023,Meena,Corporate,West,1634,Furniture,Phones,Product-1634,1675.11,7,0.31,133.84
635,9/27/2023,9/30/2023,Arun,Home Office,West,1635,Office Supplies,Chairs,Product-1635,1861.82,8,0.2,89.09
636,9/28/2023,9/30/2023,Arun,Consumer,South,1636,Office Supplies,Binders,Product-1636,944.39,3,0.38,102.77
637,9/29/2023,10/3/2023,Saranya,Home Office,West,1637,Technology,Chairs,Product-1637,1548.72,5,0.21,192.4
638,9/30/2023,10/1/2023,Ravi,Home Office,East,1638,Office Supplies,Storage,Product-1638,1203.73,2,0.23,115.49
639,10/1/2023,10/3/2023,Meena,Consumer,North,1639,Office Supplies,Accessories,Product-1639,655.48,7,0.26,73.16
640,10/2/2023,10/4/2023,Saranya,Consumer,North,1640,Office Supplies,Binders,Product-1640,1989.14,8,0.42,283.66
641,10/3/2023,10/7/2023,Saranya,Home Office,North,1641,Furniture,Binders,Product-1641,124.7,9,0.33,13.29
642,10/4/2023,10/5/2023,Divya,Home Office,East,1642,Technology,Phones,Product-1642,366.43,7,0.17,27.01
643,10/5/2023,10/10/2023,Nithya,Home Office,East,1643,Office Supplies,Accessories,Product-1643,1790.46,8,0.34,150.29
644,10/6/2023,10/12/2023,Prakash,Home Office,East,1644,Office Supplies,Storage,Product-1644,168.1,9,0.32,22.4
645,10/7/2023,10/13/2023,Nithya,Consumer,East,1645,Technology,Tables,Product-1645,1779.3,6,0.47,81.29
646,10/8/2023,10/13/2023,Arun,Consumer,East,1646,Office Supplies,Chairs,Product-1646,1444.68,2,0.42,99.81
647,10/9/2023,10/11/2023,Ravi,Home Office,West,1647,Furniture,Phones,Product-1647,121.53,2,0.32,12.06
648,10/10/2023,10/11/2023,Nithya,Corporate,East,1648,Office Supplies,Binders,Product-1648,887.17,4,0.17,98.62
649,10/11/2023,10/13/2023,Meena,Corporate,East,1649,Furniture,Tables,Product-1649,1521.22,9,0.39,185.01
650,10/12/2023,10/15/2023,Saranya,Consumer,East,1650,Furniture,Storage,Product-1650,1187.05,7,0.29,80.94
651,10/13/2023,10/15/2023,Meena,Home Office,East,1651,Office Supplies,Accessories,Product-1651,1874.95,2,0.49,89.07
652,10/14/2023,10/16/2023,Divya,Home Office,North,1652,Technology,Chairs,Product-1652,1741.91,8,0.12,251.85
653,10/15/2023,10/20/2023,Ravi,Consumer,East,1653,Furniture,Phones,Product-1653,698.66,7,0.04,27.36
654,10/16/2023,10/21/2023,Saranya,Corporate,West,1654,Technology,Binders,Product-1654,215.02,9,0.03,8.92
655,10/17/2023,10/22/2023,Meena,Corporate,West,1655,Office Supplies,Binders,Product-1655,1891.3,8,0.32,169.07
656,10/18/2023,10/24/2023,Arun,Corporate,West,1656,Furniture,Tables,Product-1656,1058.71,3,0.47,135.85
657,10/19/2023,10/22/2023,Prakash,Consumer,South,1657,Office Supplies,Tables,Product-1657,195.08,1,0,23.98
658,10/20/2023,10/25/2023,Divya,Corporate,North,1658,Technology,Chairs,Product-1658,1642.32,2,0.36,234.07
659,10/21/2023,10/22/2023,Ravi,Consumer,East,1659,Office Supplies,Accessories,Product-1659,1743.59,2,0.33,81.94
660,10/22/2023,10/28/2023,Divya,Consumer,South,1660,Office Supplies,Storage,Product-1660,1296.88,4,0.37,97.38
661,10/23/2023,10/27/2023,Arun,Home Office,East,1661,Furniture,Accessories,Product-1661,922.64,6,0.18,58.92
662,10/24/2023,10/25/2023,Ravi,Corporate,South,1662,Office Supplies,Accessories,Product-1662,1341.24,4,0.41,178.79
663,10/25/2023,10/26/2023,Divya,Consumer,South,1663,Office Supplies,Accessories,Product-1663,1428.03,9,0.02,126.53
664,10/26/2023,10/31/2023,Kiran,Corporate,West,1664,Office Supplies,Chairs,Product-1664,1791.41,4,0.38,59.51
665,10/27/2023,10/31/2023,Arun,Corporate,West,1665,Furniture,Chairs,Product-1665,1913.93,6,0.13,220.02
666,10/28/2023,11/1/2023,Arun,Home Office,South,1666,Technology,Storage,Product-1666,1052.93,6,0.24,80.7
667,10/29/2023,11/4/2023,Arun,Corporate,West,1667,Technology,Accessories,Product-1667,1607.06,1,0.41,150.64
668,10/30/2023,11/3/2023,Kiran,Home Office,South,1668,Office Supplies,Chairs,Product-1668,1930.79,8,0.14,265.01
669,10/31/2023,11/3/2023,Kiran,Consumer,North,1669,Furniture,Storage,Product-1669,344.92,3,0.09,20.97
670,11/1/2023,11/6/2023,Meena,Corporate,West,1670,Office Supplies,Binders,Product-1670,85.62,6,0.34,5.04
671,11/2/2023,11/6/2023,Saranya,Consumer,West,1671,Technology,Storage,Product-1671,1744.48,3,0.27,107.43
672,11/3/2023,11/9/2023,Prakash,Corporate,West,1672,Furniture,Accessories,Product-1672,430.78,2,0.26,30.4
673,11/4/2023,11/7/2023,Divya,Consumer,North,1673,Technology,Phones,Product-1673,132.83,5,0.13,5.7
674,11/5/2023,11/7/2023,Meena,Corporate,South,1674,Technology,Accessories,Product-1674,362.19,1,0.02,41.17
675,11/6/2023,11/8/2023,Divya,Corporate,East,1675,Furniture,Phones,Product-1675,799.02,9,0.21,43.86
676,11/7/2023,11/10/2023,Prakash,Corporate,West,1676,Furniture,Storage,Product-1676,477.57,7,0.05,67.4
677,11/8/2023,11/14/2023,Saranya,Corporate,South,1677,Office Supplies,Binders,Product-1677,645.24,3,0.45,36.06
678,11/9/2023,11/12/2023,Kiran,Corporate,North,1678,Office Supplies,Binders,Product-1678,1951.82,4,0.02,118.43
679,11/10/2023,11/15/2023,Saranya,Corporate,East,1679,Technology,Chairs,Product-1679,1423.59,6,0.22,93.45
680,11/11/2023,11/16/2023,Kiran,Corporate,West,1680,Furniture,Binders,Product-1680,1438.77,3,0.03,175.85
681,11/12/2023,11/14/2023,Prakash,Corporate,North,1681,Furniture,Tables,Product-1681,234.64,7,0.05,19.08
682,11/13/2023,11/17/2023,Saranya,Corporate,North,1682,Office Supplies,Storage,Product-1682,1477.59,6,0.33,189.6
683,11/14/2023,11/20/2023,Meena,Consumer,East,1683,Technology,Chairs,Product-1683,1491.72,9,0.32,185.25
684,11/15/2023,11/17/2023,Ravi,Home Office,South,1684,Technology,Binders,Product-1684,1336.5,5,0.02,189.17
685,11/16/2023,11/20/2023,Meena,Corporate,West,1685,Office Supplies,Storage,Product-1685,495.45,4,0,59.85
686,11/17/2023,11/21/2023,Divya,Home Office,West,1686,Furniture,Accessories,Product-1686,874.92,3,0.04,31.7
687,11/18/2023,11/23/2023,Meena,Corporate,South,1687,Office Supplies,Binders,Product-1687,1700.24,1,0.38,221.84
688,11/19/2023,11/20/2023,Prakash,Corporate,South,1688,Office Supplies,Phones,Product-1688,1356.89,3,0.29,193.45
689,11/20/2023,11/21/2023,Arun,Consumer,South,1689,Office Supplies,Storage,Product-1689,1478.9,3,0.02,220.72
690,11/21/2023,11/24/2023,Divya,Consumer,East,1690,Office Supplies,Chairs,Product-1690,1195.38,7,0.24,53.83
691,11/22/2023,11/27/2023,Saranya,Home Office,East,1691,Furniture,Accessories,Product-1691,926.69,7,0.36,96
692,11/23/2023,11/27/2023,Divya,Consumer,West,1692,Office Supplies,Tables,Product-1692,1530.15,1,0.43,82.53
693,11/24/2023,11/30/2023,Ravi,Consumer,East,1693,Furniture,Accessories,Product-1693,182.46,3,0.47,11.22
694,11/25/2023,11/26/2023,Kiran,Home Office,North,1694,Office Supplies,Binders,Product-1694,1362.66,8,0.16,162.8
695,11/26/2023,11/30/2023,Saranya,Consumer,West,1695,Technology,Phones,Product-1695,1994.55,9,0.07,293.84
696,11/27/2023,11/28/2023,Nithya,Corporate,East,1696,Furniture,Accessories,Product-1696,1571.37,7,0.12,159.31
697,11/28/2023,11/29/2023,Divya,Home Office,South,1697,Technology,Tables,Product-1697,616.6,7,0.39,81.43
698,11/29/2023,11/30/2023,Saranya,Home Office,North,1698,Office Supplies,Chairs,Product-1698,591.75,8,0.49,18.38
699,11/30/2023,12/6/2023,Saranya,Corporate,South,1699,Office Supplies,Storage,Product-1699,1351.08,6,0.23,46.47
700,12/1/2023,12/6/2023,Saranya,Consumer,West,1700,Office Supplies,Phones,Product-1700,1796.92,3,0.15,182.58
701,12/2/2023,12/8/2023,Kiran,Home Office,South,1701,Furniture,Tables,Product-1701,1177,1,0.21,90.25
702,12/3/2023,12/5/2023,Nithya,Home Office,East,1702,Technology,Binders,Product-1702,1078.43,7,0.15,147.5
703,12/4/2023,12/8/2023,Prakash,Corporate,East,1703,Furniture,Binders,Product-1703,362.75,1,0.13,24.03
704,12/5/2023,12/10/2023,Meena,Corporate,West,1704,Furniture,Binders,Product-1704,1445.14,1,0.3,118.28
705,12/6/2023,12/11/2023,Saranya,Consumer,South,1705,Office Supplies,Phones,Product-1705,1419.48,9,0.01,132.51
706,12/7/2023,12/12/2023,Arun,Home Office,West,1706,Technology,Accessories,Product-1706,1935.56,7,0.13,121.48
707,12/8/2023,12/13/2023,Prakash,Consumer,South,1707,Office Supplies,Phones,Product-1707,635.37,4,0.33,88.33
708,12/9/2023,12/15/2023,Ravi,Consumer,North,1708,Furniture,Binders,Product-1708,1525.07,6,0.02,130.77
709,12/10/2023,12/15/2023,Kiran,Corporate,East,1709,Office Supplies,Tables,Product-1709,896.43,1,0.04,72.52
710,12/11/2023,12/14/2023,Divya,Home Office,West,1710,Technology,Storage,Product-1710,1139.02,7,0.15,150.32
711,12/12/2023,12/16/2023,Kiran,Home Office,North,1711,Office Supplies,Storage,Product-1711,1642.09,6,0.44,110.74
712,12/13/2023,12/18/2023,Divya,Home Office,North,1712,Technology,Phones,Product-1712,482.89,4,0.38,61.86
713,12/14/2023,12/18/2023,Kiran,Corporate,West,1713,Technology,Binders,Product-1713,718.59,7,0.01,32.1
714,12/15/2023,12/18/2023,Divya,Corporate,West,1714,Office Supplies,Chairs,Product-1714,1557.95,3,0.25,80.91
715,12/16/2023,12/19/2023,Saranya,Corporate,North,1715,Furniture,Phones,Product-1715,1162.39,1,0.14,167.5
716,12/17/2023,12/21/2023,Meena,Corporate,South,1716,Office Supplies,Binders,Product-1716,230.22,4,0.32,30.18
717,12/18/2023,12/19/2023,Divya,Corporate,North,1717,Furniture,Accessories,Product-1717,888.86,3,0.36,68.04
718,12/19/2023,12/21/2023,Nithya,Home Office,West,1718,Furniture,Storage,Product-1718,1193.93,1,0.43,127.29
719,12/20/2023,12/21/2023,Divya,Consumer,North,1719,Office Supplies,Storage,Product-1719,1823.56,2,0.24,261.05
720,12/21/2023,12/22/2023,Arun,Home Office,South,1720,Furniture,Storage,Product-1720,417.55,5,0.5,23.14
721,12/22/2023,12/28/2023,Divya,Consumer,East,1721,Furniture,Chairs,Product-1721,1621.61,8,0.49,60.13
